content,id,postDate,author
OMG…I think I know who you mean. There is only one GM with that kind of kernels. Never trusted him. Will send you a PM when I get home to check the name…,122503,2019-12-21 13:10:53,Erik Bruin
"Edit: wrong people, sorry!",122503,2019-12-21 16:07:09,phi
"@serigne, I think I know who u are talking about. I just checked and he has deleted some of his kernels I have seen before.",122503,2019-12-21 16:58:43,YaGana Sheriff-Hussaini
"Those ""getting started"" competitions are home of plagiarism. I started Kaggle with those competitions and my Titanic kernel is very popular. I see copies of my kernel from different users every week.",122503,2019-12-21 17:47:40,Gunes Evitan
"Are you referring to a guy who can seamlessly achieve gold medal when he publish kernel? I'm quite impressed that he achieve such perfect gold rating (100 %) accuracy. Why most of them have become ""Plagiarist"" Grandmaster! :D",122503,2019-12-22 03:44:22,devai01
"I think most people are on the right track, except for phi. I just checked and the guy that I have in mind (I don't know for sure yet but I would be very surprised if Serigne talks about a different guy) has never teamed up. Devai01, I would like to stress that we are talking about ""only' one GM. I am almost certain that all other GMs are playing it very fair.
On top of that I am aware of 3 cheating Masters (including the one that you can find out about in the link). That leads to about 5% cheaters in kernels Master+.  No, that is not what we want but also means that about 95% is playing it fair…..",122503,2019-12-22 08:15:00,Erik Bruin
"@erikbruin: Yes, you are correct. I mean those who commit plagiarism must have the title ""Plagiarist"" Grandmaster!",122503,2019-12-22 10:27:36,devai01
"Essential guides for plagiarism
",122503,2019-12-27 14:16:38,devai01
"but is cheating really that big of a problem on Kaggle? I am rather new here, but it seems as though most of the time the first place/top solutions are not some miracle/beautiful mind/golden feature shit but rather lots of very meticulous effort?
take the solution of the first guy on the lb for example:
https://www.kaggle.com/c/ashrae-energy-prediction/discussion/122796 
he got to first place with barely any features (something that was discussed multiple times), validating similarly to the half and half kernel (like the most popular kernel this competition) and mainly by removing outliers (something that was also discussed in depth on the forum). It seems as though all the information needed to reach rank 1 was out there in the open, there really wasn`t any need to cheat. All the leaks got published too as it seems, as the rank 1 guy only used the ones publically available.",122503,2019-12-23 08:39:23,Proletheus
Who is the downvoter? :),122503,2019-12-20 17:51:51,Psi
Let's hunt that guy! 😂 ,122503,2019-12-20 21:25:16,Xuan Cao
It’s not me!,122503,2019-12-20 23:31:45,Kha Vo
"@robikscube 
Rob Mulla knows how to do that ;-)
https://www.kaggle.com/robikscube/identifying-potential-fake-accounts-on-kaggle",122503,2019-12-21 11:06:19,Erik Bruin
I want to see removed teams exposed,122503,2019-12-21 09:42:31,Gunes Evitan
"My team got removed once because a team mate used several accounts. Of course neither I nor my other team mate knew about it.  We found out when our team was removed from gold zone in private LB after competition end.  Do you think it would have been fair to ""expose"" us?",122503,2019-12-21 19:24:58,CPMP
There are cases like yours as you said which would be unfair. How about listing accounts associated with each other? This way teams can find out who broke the rules.,122503,2019-12-21 19:37:36,Gunes Evitan
We easily found who broke the rule as the one who did it said it publicly and apologized for it.  It was courageous of him.,122503,2019-12-21 20:39:34,CPMP
"I remember the comp 😞 
I don't know if it'd possible to do it automatically or how much of manual intervention would be needed from the kaggle team-removing 1 guy, not the entire team, etc. if they were to add stricter ways of dealing with cheating. 
I know Kaggle doesn't mention it publicly but they might already be working on improving (already good) cheater removals (?)",122503,2019-12-23 07:31:32,Sanyam Bhutani
"@cpmpml, your experience in that competition is etched into my memory. Because it made me even more shy about teaming up with people. I was just about getting comfortable towards joining a team when that happened and I had to rethink. 
It is really sad that people break the rule knowingly hoping to get away with it. Kaggle definatly should do more. Perharps randomly check the solution of a few people who are outside the prize range. This may help deter teams from engaging in some of these activities.",122503,2019-12-23 10:38:07,YaGana Sheriff-Hussaini
I'm a newbie on kaggle and even I experienced the same thing ,122503,2019-12-22 07:04:30,ravi tanwar
That's definitely a way to go. I guess something went wrong in the gamification of competitions. It's insane when you wonder that almost half of the teams won't be in the private LB.,122503,2019-12-21 06:47:14,Rasselio D.
Agreed.,122503,2019-12-20 16:15:35,YaGana Sheriff-Hussaini
"« More drastic and deterrent actions against cheaters would be something like malus on (global) points/ranking… »
Fully agree !",122503,2019-12-20 15:48:46,mezoganet
"💯 % agreed. Without a credible threat, the instances of cheating are only going to increase over time.",122503,2019-12-20 15:39:44,sandy1112
Wow didnt know such things exist,122503,2019-12-27 16:39:13,Alvin
Nice,122503,2019-12-26 21:04:34,Caleb Lawhorne
great,122503,2019-12-26 09:18:34,qianerba
Yes,122503,2019-12-26 09:06:09,Sayam Rakshit
I think they can start by adding the RULES,122503,2019-12-25 15:05:21,HishamElamir
Agreed.,122503,2019-12-25 09:38:04,Benjamin
Competitions should be Kernel only and no outside data allowed.,122503,2019-12-24 15:57:48,Macit Giray Gökırmak
Doesn't solve anything. External data can be copy pasted to notebooks.,122503,2019-12-24 16:17:45,Gunes Evitan
Kaggle can quite easily check that though.,122503,2019-12-25 10:25:39,Psi
"Why would you copy paste ? Fitting a model using test ground truth would be enough to tune your models and use the parameters in a kernel. 
Kaggle team does not ask you how you tuned your models and well you can be lucky with tuning.",122503,2019-12-26 21:17:09,olivier
"First of all , everybody is learning from everyone , i hope author also did in past. I agree if someone are taking help of anyone's material (code + content),  that guy should give credit to genuine account .  Don't cheat other's hardwork , give credit to him also . ",122503,2019-12-24 15:18:58,Manish Nath choudhary
I agree with you. Kaggle should block such people.,122503,2019-12-24 14:40:42,Amitr
Here also cheaters exists? ,122503,2019-12-24 12:11:16,SarkarPratap
Agreed,122503,2019-12-24 11:12:24,Paras Chaudhary
true,122503,2019-12-24 11:03:28,Utkarsh Bhadauria
Totally agree!,122503,2019-12-23 15:29:44,Shintaro Ono
"Yes, I agree with you.",122503,2019-12-23 11:36:28,Satyam Prasad Tiwari
"I totally agree this is completely unacceptable, especially for beginners. Personnaly I find it frustrating the fact that on some starter competitions there are like hundreds of teams/persons that only submit the answers of other previously shared notebooks or they use the ground truth solution and just mix it with a % of any of their model and still end up with greater score than any score you can get with only using machine learning models. I'm taking the example of the house pricing regression competition same goes for the titanic competition you have a lot of people doing this 0 rmle or 1 recall score. I think those participants should be removed so one can really evaluate how his model doing. At some point, I was kind of depressed because no matter what I was doing I was not getting better in my results. And I refused to see the published notebooks. Until one day I had enough and I really thought I was no good. Seeing that most notebooks take into account the real answers to get better scores and finding a topic that the real answers can be found in another previous competetion, I was relieved. But still I think they are to be removed because now I'm satisfied with my results but obviously they do not reflect how well I've done. And when someone will look at them, they won't probably know that others cheated. ",122503,2019-12-23 05:28:34,omarB202791
Because of them others deserving people's chances are going waste . Strict actions must be taken.,122503,2019-12-23 05:15:50,Namit Dubey
"Agree, even tho I haven't experienced it.",122503,2019-12-22 20:39:30,MQ37
"The problem with all this cheating that should trouble Kaggle is that as as serious competitor you feel less and less willing to put serious efforts in a competition if the discriminant is not anymore ""try all you can by doing your best"" but being in the right circles and be smart in ignoring and circumventing rules. ",122503,2019-12-22 09:41:39,Luca Massaron
"FYI, more and more in the DS community has stopped seeing Kaggle ranking and competitions as a credible platform due to cheating and issues brought up in this thread. It's a sad reality, and I hope the Kaggle admin team will do something about it to ensure the integrity of the competitions.",122503,2019-12-21 22:02:43,JennyYu
"@erikbruin  thanks for sharing the link to that discussion. It looks like I was living under a rock for so long…looking at that this discussion and the few profiles that everyone has been pointing at, the Kernel medals system does seem to be prone to exploitation in it's current form. The competition and discussion rankings are more robust in that respect (although the issue of cheaters needs to be addressed to clean up the Competition progression system as well). ",122503,2019-12-21 17:23:26,sandy1112
This Comment was deleted.,122503,2019-12-25 09:28:16,No user
"Thanks for sharing your great solution, @hiroyukiex 
I have been impressed by your work throughout this competiton 😄 ",122796,2019-12-27 03:40:16,Isamu Yamashita
"Thanks for sharing this.
How do you find the optimized weight for your ensemble?",122796,2019-12-27 20:06:49,zhuyujie
"Based on site0,1,2,15 leakage and public LB.",122796,2019-12-27 23:49:07,Hiroyuki Namba
thanks,122796,2019-12-25 02:27:51,Taco
Thanks for sharing. Good luck with the final result.,122796,2019-12-24 22:03:03,tensorbot
Thank you @hiroyukiex for the solution.,122796,2019-12-24 03:48:19,Sabin Hashmi
"wonderful solution, thanks for sharing @hiroyukiex , I would love to hear more for the outlier detection rules and those 32 lgbm models that you used for ensembling",122796,2019-12-23 18:17:26,Firat Gonen
"Most of my outlier rules are so complicated and difficult to tell strictly, but they are mainly based on ""constant-segment-info"" and ""day-mean"".
[constant-segment-info]
-To deal with constant outliers.
-Extract (nearly) constant segments with segment features.
-Examples of segment features are startday, endday, length, countofsegmentsinthetimeseries, countoflongsegmentsinthetimeseries, countofsegmentswithsamestart_day.
[day-avg]
-To deal with non-constant outliers.
-day-avg stands for Groupby([""buildingid"",""meter"",""day""])[""meterreading""].mean()
-Also used day-group-avg (group represents 15days interval)
-day-group with definitely and weirdly small values are removed.",122796,2019-12-25 00:59:34,Hiroyuki Namba
"thanks @hiroyukiex , I really think the outlier removal has made the huge difference, good luck",122796,2019-12-25 05:42:08,Firat Gonen
Congrats! How did you combine the ensembles' outputs? Mean? Median? ,122796,2019-12-23 14:48:31,Fernando Wittmann
"8 predictions combined like the figure.
-Simple mean in terms of 4 red predictions (multiply 1/4).
-w is optimied (Please read [Ensemble] section in details)

In fact, each red prediction is created from 4 models, but almost no effects.
I think only 8 models are enough rather than 32 to get near-optimal score.",122796,2019-12-25 00:22:26,Hiroyuki Namba
Got it! Nice approach! ,122796,2019-12-25 12:44:49,Fernando Wittmann
"Great job! Mean and std value of air and dew temperature also worked in my best single model, and I found that spliting data into month groups performs better than just KFold.  However, I found that 6 groups is better than 4 and 2, while your best single model is 2 groups.  Look forward to your code part in notebook!! ",122796,2019-12-23 12:26:49,Clancey_Lee
Great job. And how did you train the 32 LGBM ? What's the difference between each other ?,122796,2019-12-23 09:08:21,Changyi
"2×4×2×2=32
2 -> [1-6] train model or [7-12] train model (important)
4 -> 4 random seed average (effective)
2 -> Remove all suspicious outlier or remove only obvious outlier (slightly effective)
2 -> Modify site0 electric units or not (almost no effects)",122796,2019-12-23 12:01:16,Hiroyuki Namba
great solution,122796,2019-12-23 00:24:38,Neo Zhao
"I recommend reading page 345 from volume 7 upside down, I found a ton of information",112850,2019-10-18 13:15:54,Francisco de Abreu e Lima
"There are just 342 pages.
345 is back cover. Nothing new there.",112850,2019-10-18 13:27:34,Konstantin Yakovlev
"Haha, beautiful! ",112850,2019-10-25 18:56:30,Carlo Lepelaars
220$ book when Kaggle is free? :D,112850,2019-10-16 05:37:39,Adrian Zinovei
"Yo Ho, Yo Ho! A pirates life for me 😄 ",112850,2019-10-18 05:04:22,Rafid Abyaad
"Just to be clear, this is a joke. Please don't actually spend the $1000+ on the full set of books. They are phenomenal guides to everything in a building but you don't need any of it to compete in this competition. ",112850,2019-10-15 23:11:35,ryches
"Died when I got to ""so best to pace yourself.."" 😂 ",112850,2019-10-15 23:31:26,jlapaix
😂 ,112850,2019-10-17 23:38:05,Rizki Teguh Kurniawan
😂 😂 ,112850,2019-10-15 21:45:35,ilovescience
"I have implemented your temporal convolutional networks at my job in forecasting electricity usage, and it outperforms lgbm. I highly recommend people read his blogs & github. Thanks jeddy",113007,2019-10-16 18:37:23,CoreyLevinson
"thanks for sharing.
PS: there are no bad architectures, could be worse data science knowledge. That's why we are here. ",113007,2019-10-22 22:36:24,Adrian Zinovei
"Thanks a lot Joe, as every time !",113007,2019-10-22 20:07:13,mezoganet
Nice! Thanks for sharing!,113007,2019-10-21 13:52:32,Carlo Lepelaars
"Great.. Very Helpful
Thanks @aquatic ",113007,2019-10-16 16:49:14,𝓥𝓮𝓮𝓻𝓪𝓵𝓪 𝓗𝓪𝓻𝓲 𝓚𝓻𝓲𝓼𝓱𝓷𝓪
"I read your github too, that is a great tutorial!",113007,2019-10-19 03:57:16,LongYin/杰少
So if I understand correctly this method does not use any explanatory variables other than the past values of the variable we want to predict? Do you think this could work in our case where the prediction horizon is longer than a year?,113007,2019-11-20 15:32:39,Benedetto Grillone
"@aquatic Thanks a lot for your tutorial.  
I also highly recommend checking out Sean Vasquez's model that was designed for this data set. He implements a customized seq2seq WaveNet architecture in tensorflow.  Would it be possible to make customizations in Keras as @seanjv did in TensorFlow?",113007,2019-11-06 21:59:28,Ad hoc
"Hi, your github toturial is great,  i'm curious about wavenet performance in this competition, would you share wavenet PB score？",113007,2019-10-30 07:19:41,EvilPsycho
Thanks for sharing :),113007,2019-10-23 02:21:13,ANAPARK
"As others have seen, most buildings in site 0 has either zero or small readings for the first 5 months. Because of the similar pattern and the same geographical site, perhaps the data is collected by the same party in a similar way.

I think it is likely that at about May 2016, they either start to take measure or start to use a new way of taking measure of electricity usage, which will persist into the future. So, the zero/small readings will not repeat next year.
If the small/readings are caused by any yearly periodic systematic regulation, I think it is not likely that the small period is the beginning 5 months of the year, since season/temperature does not typically starts at the beginning of the year.

Site 0, meter 0 (electricity), all buildings meter_reading:
",113054,2019-10-24 13:43:34,Buffalo Spdwy
"Thank you for pointing out.
I removed all those values (electricity of site_id 0 until May 20) from training data, and score improved a lot!
https://www.kaggle.com/corochann/ashrae-training-lgbm-by-meter-type",113054,2019-10-27 13:38:34,corochann
"I found the same insight in my notebook.

You can see this cluster of buildings down left.
There are not the only buildings that have the 0 phenomenon at the very same timestamps. There are at least big four other clusters of buildings that share the same 0 patterns.",113054,2019-10-28 01:38:25,Juanma Hernández
@corochann My score did too. It does take some guess work to decide what is pattern to fit and what is bad data to discard :),113054,2019-10-28 11:35:13,Buffalo Spdwy
@juanmah Yours is a very illustrative plot! Much more thorough than my eye ball findings. Will go to investigate those yellow blocks. Thanks!,113054,2019-10-28 11:44:42,Buffalo Spdwy
@juanmah That visualization is really nice to find out weird patterns!!,113054,2019-10-28 12:33:42,corochann
@barnwellguy Terrific visualization! Thanks! ,113054,2019-10-30 16:50:07,Manraj Singh
"Let me explain something about building meters - especially for chilled water, steam, and hot water.  Many of these are 'pulse' meters, meaning they don't record how much they consume at a given timestep interval.  Rather, they record every time they surpass a threshold.  For example, a chilled water meter may send a timestamp every time it hits 100 ton hrs.  This is tricky, and the thresholds are not necessarily well set up for a building.  A building may use 100 ton hrs of cooling in 45 minutes, or once every 6 months.  In this case, '0.0' values aren't null or zero consumption - they are a time when the pulse meter didn't record.
Per Dmitriy's comments, this is going to very difficult to pull out.  Not only do you have to estimate energy consumption at a given hour, but you have to estimate when the next pulse will occur to record the total for the test meter submission.",113054,2019-10-22 23:34:27,Matthew Dahlhausen
"@mdahlhausen Thanks for the domain knowledge, super helpful.
Just to confirm I'm understanding this right: a meter reading of, say 3.0 means that the meter has exceeded its threshold 3 times since the last interval (i.e. in this case 3 times in the last hour)? ",113054,2019-10-30 03:16:08,Louka Ewington-Pitsos
"The value is: Energy consumption in kWh (or equivalent).
The software normally convert the pulses to the energy unit.",113054,2019-10-30 15:50:46,Juanma Hernández
"Hello there,
When a (pulse) meter is mounted and configured for a certain measurement point, his sensitivity is chosen accordingly with the site consumption. That is, it should properly record each settlement interval (one hour in this case; the power is auctioned on an hourly base, or even quarterly in some countries). For example, if you want to weigh o piece of bread is not the best practice to use a meter that weighs trains.
There are very rare cases when a meter behaves like the ones with long 0 intervals. The site may be disconnected from the grid or the measurements are wrongly collected.",113054,2019-11-18 15:37:27,Sorin
"If 0.0 means that a reading wasn't taken, and then the next positive reading ""catches up"" on the incremental changes since the last positive reading, then it's actually a problem with the RMSLE metric.  
With a mean-preserving metric, this bunching would just create noise, but on average you would still get the right incremental value;  if you were supposed to have readings of ""100"" and ""200"" for the two hours, but you get ""0"" and ""300"" instead, either way you get 150 on average.  However, (log(101) + log(201)) / 2 amounts to a different number than (log(1) + log(301)) / 2; it's 4.96 vs 2.85, in this example.  The implication is that your prediction of the building's energy use should take into account the likelihood of the meter not updating every hour, implicitly or explicitly.  
Is the prediction for the building low because it's energy efficient, or because its meters get stuck more often?  The organizers won't know, so there will be a big question mark over any conclusion that they reach from the models trained to optimize the RMSLE metric.  This is the kind of nonsense that happens when you use a kludge metric, and don't think through what side effects you're introducing by using it.",113054,2019-10-17 22:23:44,Dmitriy Guller
"If they ignore 0-values when computing the scores, it'd take care of the problem.",113054,2019-10-18 05:11:32,authman
"Ignoring 0-values won't take care of the problem, it will make the problem different.  Instead of under-estimating the energy use for a building with a stuttering meter, it will over-estimate it.  Another problem is that we don't actually know whether zeroes are ignored or not, so how are we supposed to build the model intelligently?  
If I were to guess, I would say that the big CV-LB differences are due to either different behavior of zeroes in the test set, or different treatment of them.  This is why I'm staying out of this competition: the bad choice of metric is going to turn it into nonsense.  You're going to get a much bigger bang for the buck figuring out how to deal with zeroes than you will figuring out how to build an intelligent model.",113054,2019-10-18 13:01:34,Dmitriy Guller
wise words @dmitriyguller thank you for share your knowledge :),113054,2019-10-18 13:31:21,Nanashi
"The data description page does say

There are gaps in some of the meter readings for both the train and test sets. Gaps in the test set are not revealed or scored.

but we don't know if zeros are treated as gaps.",113054,2019-10-18 15:48:47,Dhananjay Raut
"My guess is that zeros are not treated as gaps, because in the training dataset, we do have gaps in observations, while the test dataset has an entry for every timestamp (to avoid leakage, I presume).  The observations that were added to complete the grid in the test set are probably going to be the only ones excluded from scoring.  ",113054,2019-10-18 19:41:36,Dmitriy Guller
"I think removing zeros (i.e. ""gaps"") solves the issue as they are not scored in the test set, one should not score in the train/validation either. 
Concerning the large CV-LB gap, I guess it depends on your CV schema ;)",113054,2019-10-25 12:36:32,bluetrain
"
I think removing zeros (i.e. ""gaps"") solves the issue as they are not scored in the test set, one should not score in the train/validation either.

Do you have evidence of this? My assumption is the same as Dmitriy's -- that 0s are handled differently than explicit gaps and would be scored in the test data. The competition details / sponsors haven't said anything to indicate that the test data is processed or represented differently than the train data, with the only exception being the artificial inclusion of timestamps that are missing to mask the true gaps. It seems like part of the problem is that meaningful 0s can't always be cleanly disambiguated from measurement gaps, so it doesn't seem possible to me that just excluding them would be the way to go. ",113054,2019-10-25 14:48:54,Joe Eddy
"""There are gaps in some of the meter readings for both the train and test sets. Gaps in the test set are not revealed or scored.""
I really think they could not have been more clear than this :)
Gaps are not simply zeros. Gaps are sequences of zeros, like the one that someone nicely plotted above. 
Find a logic that identifies these gaps and remove them from your training data. 
Good luck and happy kaggling!",113054,2019-10-25 15:59:53,bluetrain
"I agree with you that sequences of zeros may be reasonably interpreted as gaps, but there are plenty of explicit temporal gaps in the timestamps. For just one example, look at building id 1012, which has an explicit gap in August. It's possible that explicit gaps and sequences of zeroes are actually the same or similar things, but they are definitely represented differently in the training data. If we assume that the test data is processed/represented the same as train, then we could expect there to be sequences of zeros that aren't explicit gaps and therefore will be scored if we take that quote literally. 
I think that quote actually isn't very clear but rather leaves ambiguity because we're not told how to interpret zeroes. If those zero sequences are actual gaps, why wouldn't the sponsors just remove them? Or maybe to reframe the question, if those zero sequences weren't processed out of train, why should we expect them to be processed out of test for scoring purposes? My occam's razor view is that train and test were processed exactly the same way and then missing timestamps were added to test, and not that the sponsors have special processing code that will clean zero sequences from test that they didn't bother to apply to train as well if they know those data points are problematic.",113054,2019-10-25 16:29:11,Joe Eddy
"If the gaps are really missing records and not zeros, why bother specifying that they are not scored in the test set? If there is no data it's pretty clear that it will not be scored…
Also, from a logical perspective, it makes a lot of sense to exclude the zero-induced gaps from scoring, because they are clearly not predictable by any means.
However, I appreciate your point about the ambiguity and I agree that they could have cleaned the train set too, if my hypothesis was true.",113054,2019-10-25 16:40:10,bluetrain
"
If the gaps are really missing records and not zeros, why bother specifying that they are not scored in the test set? If there is no data it's pretty clear that it will not be scored…

I think they specify just because it's non-obvious once they fill in the missing timestamps and include weather data to obscure the gaps. They didn't want to just show no data for the missing timestamps in test because that would probably run the risk of being a major data leak, but they wanted to make it clear that they weren't going to impute those target values or something like that.

Also, from a logical perspective, it makes a lot of sense to exclude the zero-induced gaps from scoring, because they are clearly not predictable by any means.

I agree, scoring our models against obvious measurement errors that don't reflect real energy usage doesn't seem to make much sense, but unfortunately that doesn't guarantee that it won't happen. I actually do wonder if there's any predictability in the zero gaps -- could it be triggered by extreme weather conditions or be a recurring pattern for certain buildings? Could be an interesting thing to look into, but even if errors are systematic in some way I highly doubt we have enough data (or the right features) for a model to properly anticipate them.",113054,2019-10-25 18:09:38,Joe Eddy
"Maybe a good point would be removing only those zero values that are at the beginig of the ts, and leavo those ones between two blocks of meter_readings > 0",113054,2019-10-25 20:09:46,EnricRovira
This Comment was deleted.,113054,2019-10-29 00:22:04,No user
This Comment was deleted.,113054,2019-10-29 00:22:51,No user
"I get a .4 difference in score with(out) a zero discriminator, so I second your notion, but I'll ""compete""",113054,2019-11-02 12:22:25,Glimmung
"This data set is more tricky than it appears. There are green kernels that don't do any eda at the moment, but that will change soon. Many meters are missing entire months worth of data (forget 0.0 or np.nan values—I'm talking about no timestamp or sample recorded at all). Figuring out how to deal with these will be a game changer.",113054,2019-10-16 21:35:21,authman
"@authman @tiannnn @dhananjay3 @gunesevitan 
at my kernel Starter ⚡ Great Energy Predictor 
I explain this.
meter_reading - The target variable. Energy consumption in kWh (or equivalent). Note that this is real data with measurement error, which we expect will impose a baseline level of modeling error.
Why is meter_reading 0?

Those buildings don't consume energy (weird).
The stuff they use for measuring was broken.
Missing data! See the next example with the building 0. Spoiler: They started to measure Building 0 at June 2016! (month=6)

If you check the builing 0 (building_id = 0) you will see:

there is no information between January - May 2016 (months 1 to 5). meter_reading==0.
From June 2016 (month=6) we have information! 

reason? 
In my opinion they started to measure the consume of that specific building in June 2016. 
In order to complete the database from 2016, they filled the other months with 0.
Note that they can do it because the meteorological variables aren't a problem, you can access to historical data from external sources,  and other variables about the building are constant like the year_built, how big is the building, floors etc… And that's why they could create the database and include new buildings since 2016 :)
So… would be amazing to know when they started to measure each building… I'll post more insights and cool information.
More information at my kernel, I'll keep updating everyday ;)",113054,2019-10-17 12:45:02,Nanashi
"Interesting. In your kernel we can see that some(e.g. 1099, 778) building have zero reading in between or after non-zero readings than this explanation is not valid in these cases. anyway we just want to know if to treat these values as missing values or not.",113054,2019-10-17 13:42:57,Dhananjay Raut
"good point I didn't realize about that, maybe is a mix of both: missing values and errors :)",113054,2019-10-17 13:47:00,Nanashi
"Yeah, what I was saying is that there are instances where we only have e.g. <500 samples for a building/meter. In the worst case scenario, there's a particular building-meter pair where we literally only have 2016 december transactions. The rest of the year is completely missing, as in no 0-fill, no np.nan, just no data period. There's more to this story than meets the eye ;-).",113054,2019-10-17 17:19:18,authman
0 gaps can be meaningful as well in my opinion. e.g. vacation in school building. ,113054,2019-10-18 19:07:57,Bhavesh Ghodasara
"IMHO my hypothesis is:

Zero readings mean zero energy consumption, but meter installed and working
Missing readings could mean a number of things: no meter installed, meter broke down, meter installed and running yet data unavailable…

Quick visualization to support my point:
https://www.kaggle.com/ganfear/missing-data-and-zeros-visualized?scriptVersionId=22110712",113054,2019-10-17 16:29:42,Ganfear
"as @ganfar mentionned, if you look at your house meters, the reading is on cumulative value not instantaneous value and a meter is almost never reset. For this competition, they most likely took substracted the previous value to get the consumption between two timestamp.",113054,2019-10-17 21:29:15,eagle4
"In this case it's necessary handle missing values and 0 gaps.✔️
But Which are the appropriate approaches to overcoming this problem?",113054,2019-10-22 21:59:20,CaesarLupum
"Are the zeros the gap?
From the data page:
'There are gaps in some of the meter readings for both the train and test sets. Gaps in the test set are not revealed or scored.'",113054,2019-10-17 15:28:05,FChmiel
"gaps most likely means absence of some timestamps.  
because we don't have all timestamps for each unique meter. can be seen in my EDA.",113054,2019-10-18 05:03:32,Dhananjay Raut
"I am not sure if this is taken from an actual dataset. But in practise, sensors can drift or malfunction. When that happens, it is possible for the reading to be different from the ground truth.",113054,2019-10-17 08:57:31,Daniel
"I think 0.0 probably means that building doesn't have that meter type. If the building has it, there has to be some energy consumption since it is real world data.",113054,2019-10-16 19:15:09,Gunes Evitan
"sometimes zero value occurs in between non zero values so ..
plus if a building does not have some meter type then that combination is not in dataset.",113054,2019-10-16 19:30:44,Dhananjay Raut
"I think that it could be that the zeros in the beginning of the measure are meters not yet installed.
And the zeros in between non zeros are broken meters that they replaced, so that after few months they installed new ones and it came back to meter.
Is it possible?",113054,2019-10-22 18:33:12,luis cascelli
"USA DOE likely has guidance on how to fill out survey's that they have conducted.  Since it looked like from my brief exam they wanted a count of number of PC is use, they likely had some specifics on what to do about meter readings.
If we can find that guidance that may give us a better understanding of the data collection process.",113054,2019-10-19 00:41:04,PC Jimmmy
This Comment was deleted.,113054,2019-10-24 13:43:31,No user
"Perhaps it is a site 0 characteristic. I zeroed out Jan-May site-0 meter_reading submissions to mimic the 2016 training set behavior, the score is worse. The zeros perhaps does not repeat each year.",113054,2019-10-24 13:51:56,Buffalo Spdwy
Thank you for the advice!,113249,2019-10-25 18:53:36,Carlo Lepelaars
"Thanks for sharing! @senkin13 
To anyone that doesn't know how to do a time series split, you can implement the time series split as shown in:
https://scikit-learn.org/stable/modules/generated/sklearn.model_selection.TimeSeriesSplit.html
",113249,2019-10-18 04:17:45,Daniel
"Hi @senkin13, I was wondering about that. For this competition the train set is for the year 2016 and the test set for the years 2017 and 2018. If we do a split by timestamp, for example, train on the first 10 months and validate on the last two months, wouldn't this deviate from the ""prediction reality""? 
What I mean is that during validation we can loose the effect of seasonality features. For example, the ""month"" feature will be useless since we will never predict for a month that we trained on, whilst when we predict on the test set this information can be quite important. My experiments with KFold and TimeSeriesSplit shows that the former underfits and the latter overfits.
Any ideas on how to approach cross validation for this problem?",113249,2019-10-18 09:47:20,Pedro Bernardo
"I agree with your viewpoint,since I have not worked deeply for competition,just talk one simple idea.
 The purpose to find a robust validation is for finding robust features,so you can create many features then use different cross validation to check which are robust,including kfold/timeseriessplit…",113249,2019-10-18 13:08:55,senkin13
Very Informative Share.. Thanks @senkin13 @tiannnn ,113249,2019-10-18 07:00:43,𝓥𝓮𝓮𝓻𝓪𝓵𝓪 𝓗𝓪𝓻𝓲 𝓚𝓻𝓲𝓼𝓱𝓷𝓪
"
Don't trust public leaderboard too much ,because public and private are also splited by time.

@senkin13 do you have any evidence of it? I did split lb probe and seems it's random split. What makes you think it's timebased split? ",113249,2019-10-18 12:03:12,Konstantin Yakovlev
"wow @kyakovlev I'd like to see that. I think @inversion said:

We always split time-based data by time for Train/Test, and Public/Private. If we didn't do that, the Public leaderboard score would provide feedback (leakage) for future time points.

or at least I remember that someone posted that.",113249,2019-10-18 12:17:27,Nanashi
"sorry for posting link to other discussion
https://www.kaggle.com/c/ashrae-energy-prediction/discussion/112872#651685",113249,2019-10-18 12:20:37,Konstantin Yakovlev
"@kyakovlev Thanks for your probing, I think random split will lead to leaderboard leakage,so it's possible as you mentioned that 22% of first lines are private, or public and private are mixed with different month/week…",113249,2019-10-18 12:50:15,senkin13
"Some mix should be. I'm too dumb in stats to prove it knowing lb score. 
But I think it's possible to make calculation if you know lb score before and lb after excluding 22% last test data.
What we have:

All 0 predictions -> 4.69
Baseline - > 1.36
Excluding 22% -> 2.6

We need to calculate if 22% of 0s corresponds 1.24 RMSLE difference. If so - > random split, if not possible mix.",113249,2019-10-18 12:57:06,Konstantin Yakovlev
"4.69^2 = 22.00
1.36^2 = 1.85
2.60^2 = 6.76
(6.76 - 1.85)/(22.0 - 1.85) = 0.24
Given that last months are winter, 0.24 being a bit higher than 0.22 makes sense. So the split is probably not 78/22 by time.",113249,2019-10-19 19:13:08,Ahmet Erdem
"For anyone from the future, as of 28th Oct 2019, @geoffrey7697 probed the LB and identified that data between August 2018 to Dec 2018 is part of the Private LB. In fact there are evidences that it could be even more (may include July 2018 as well):
https://www.kaggle.com/c/ashrae-energy-prediction/discussion/113751#latest-659225",113249,2019-10-28 04:45:11,arnab
"Since Public LeaderBoard is much larger (1.5 years) compared to Train (1 year) or Private Leader Board (Possibly 0.5 years), should not we give value to the Public LB score along with Local CV score? Otherwise, it's fairly difficult to understand if the features capturing long term trends are helping or not. I suspect that this is the reason that Kaggle has limited the number of daily submission limit to 2. ",113249,2019-10-28 08:56:51,arnab
